shop_name,shop_type,girl_name,girl_url,age,report_url,evaluations,cityheaven_url
スタイリッシュバッハ,ソープランド,千晃（ちあき）,https://www.stylish-bach.com/top/girls/girldetail/?girl_id=38220954,21,https://m.fuzoku-tokai.com/2022/02/15/post-12501/,"{'顔: 95.0': 'パネルも写メも、ボカシ無しのtwitterも\n\n                        どれも本物とは少し違う\n\n                        エラをほんのほんの少し画像では削ってるんじゃないかな？\n\n                        乃木坂の二次選考ぐらいまでは行くと思います', 'スタイル: 80': '意外にもスレンダーではない。ポチャでも無く腹ポッコリでも無いのに、なぜか絶賛レベルには少し遠いカンジです', 'カップ: Ｄカップ': '乳首はピンク色ではないですがキレイな部類だと思います。柔らかさはあまり印象に残っていないです', 'パネル差: 50': '少し違うけどかなり可愛いのは間違いないです', 'プレイ: 80': '序盤ソファに座ってたら前に正座しての挨拶。そこから少し話し込む。いつプレイが始まるのか分からず困った。自分からオーダーしてようやく脱衣アシストが始まったが、そんなものなのかな？即ベッド時に、さぁ挿れようの段階でチンポにローション塗られてやや興ざめ。マンコも緩めなので二回目は少し苦戦しました。でもトータルでありがとうな感じです', '総合: 80': '顔は言うこと無しに近いレベルですが、高級ソープとしてはどうでしょうか？こんなカワイイ子が即のＮＮかよ！っていうのが最大のウリだと思います。', 'リピート: 返す（リピートする）': '上記の通り、顔ですね。デリにいたようなので、その頃に会いたかったです。仮に円盤でもこの店の半額近くで遊べたのではないでしょうか'}",https://www.cityheaven.net/gifu/A2101/A210101/stylish_bach/girlid-38220954/
スタイリッシュバッハ,ソープランド,美羽（みう）,https://www.stylish-bach.com/top/girls/girldetail/?girl_id=37003648,20,https://m.fuzoku-tokai.com/2022/01/30/post-12463/,"{'顔: 30.0': '素顔は老け顔だがうまく化粧してある。よく見るとけっして可愛くない。', 'スタイル: 80': '余計な肉は一切ない。細くてクビレており努力している感じ。シミも傷もなし。綺麗です。', 'カップ: Ｂカップ': '胸は小さいが乳首はピンクでホントに綺麗。しかし、腕ブロックがあるので少ししか舐めさせてくれない。この娘の唯一の長所なのに残念だ。', 'パネル差: 50': 'HPに顔が載っていないのが逆に功を奏し、うまくロリっぽい雰囲気に思わせている。', 'プレイ: 10': '口を閉ざしており舌が入らない。胸への腕ブロック、腰への足ブロックあり興ざめして発射できず。120分中100分以上話してた。気疲れした。', '総合: 50': 'プレイ内容は自分の経験上最悪だったが、とても若くて過去最高にピンクの乳首が綺麗だったので50点をつけました。未発射なので△50点。', 'リピート: 返す（リピートする）': '顔もサービスも良くないが、自分は若い娘が好きな20歳フェチなので。この娘は本物の20歳だと思うから。今度は発射してリベンジしたい。'}",https://www.cityheaven.net/gifu/A2101/A210101/stylish_bach/girlid-37003648/
スチュアーデス,ソープランド,百合,https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-50696333/,25,https://m.fuzoku-tokai.com/2024/10/06/post-15107/,"{'顔: 50.0': '素朴といえは素朴、でも整っていて、十分かわいい姫でした。', 'スタイル: 90': 'スレンダー体型です。運動の経験がおありとかで、背中とか結構しまっていて素敵でした。', 'カップ: Ｃカップ': 'ちょうどよい大きさで、形もとてもきれいでした。全体的にスタイルの良い姫です。', 'パネル差: 80': '体型は同じ、お顔は見られないので判別不可', 'プレイ: 80': '即尺、即プレイで、しっかりと対応してくれます。こちらの要望にも合わせてくれて、とても良かったです。', '総合: 80': '一生懸命、プレイしてくれて、とても良い時間を過ごさせてもらった。こちらの体調が万全であれば、という気持ちです。', 'リピート: 返す（リピートする）': '派手さはないが、イチャイチャも含めて、楽しい時間を過ごせる姫であるから。'}",https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-50696333/
スチュアーデス,ソープランド,里実（りみ）,https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-48566511/,28,https://m.fuzoku-tokai.com/2024/09/29/post-15103/,"{'顔: 85.0': 'ギャル系の美人ですね。\n\n                        メイクもその系統ですが元々の顔立ち綺麗だと思います。', 'スタイル: 70': 'イメージしたよりも肉付きのいい体でしたが自分的には問題ないです。肌はスベスベで触り心地よかったです。', 'カップ: Ｅカップ': 'おっぱい大きいのですが若干垂れ気味な感じでした。もう少し形がよければというところです。', 'パネル差: 0': '写真と変わらずそのままのイメージです。', 'プレイ: 85': '部屋に入るなりすぐにキスや全身舐めで責められてそのままイチャイチャしながら中に出しました。サービス精神が凄くて満足しました。', '総合: 85': '店の料金は高いですが、あの接客やサービスは満足度高いし、マンコも締まりいいのでまた中出ししたい。', 'リピート: 返す（リピートする）': '時間稼ぎすることなく時間いっぱい気持ちよくしてくれるので。'}",https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-48566511/
スチュアーデス,ソープランド,愛夢（まろん）,https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-40953772/?lo=1,28,https://m.fuzoku-tokai.com/2024/07/21/post-14953/,"{'顔: 100.0': 'ＨＰの写真よりもキリっとした感じでした。\n\n                        綺麗な顔立ちであることは間違いない。', 'スタイル: 90': '実際の身長を本人に聞いてませんが、プロフィールの161cmよりは大きく見えます。スタイルはよく、ポチャ感やおなかポッコリ感は一切感じませんでした。', 'カップ: Ｄカップ': '大きさ、形、乳首の色等、自分の理想的な胸をしています。', 'パネル差: 30': 'ＨＰや日記の写真がおっとりした感じがありますが、実物はキリッとしています。きつい感じは全くないです。', 'プレイ: 100': '２回目ということもあり、入室後は趣味の話を延々と…その後ベッドで１回戦目ですが、２回逝ける自信がなかったんで、途中中断でマットに移動し、マット騎乗位で発射！その後は再び趣味の「一族」の話を延々と…自分にとってはプレイと会話の両方を楽しんでいるので、最高の時間でした。個々のスタイルに合わせたプレイが堪能出来ると思います。基本ＮＧはないと思います。ベットの片隅にオモチャがあるので、それで楽しむのもまた良し。', '総合: 100': '直ぐに予約が埋まる嬢はいちばんの理由は「居心地の良さ」だと思うので、自分は100点未満はあり得ないですね。', 'リピート: 返す（リピートする）': '何度でもお会いして楽しい時間を過ごしたい'}",https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-40953772/?lo=1
スチュアーデス,ソープランド,愛実（まみ）,https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-46872663/,27,https://m.fuzoku-tokai.com/2023/10/21/post-14410/,"{'顔: 100.0': 'ＨＰ写真はふっくらしていて可愛らしさはあり、ある程度期待はしていましたが、エレベーターで会った瞬間に想像は全てぶっ飛びました！笑顔が素晴らしく可愛さ満点です。しばらく会話していてふと「華原ともみ」だと思いました。やはり笑顔が素敵な女の子は無敵です。\n\n                        とにかく可愛いというしか表情しようがないです。', 'スタイル: 100': 'スタイルはちょいポチャな感じですが、ＨＰ写真のイメージそのままです。触っていて心地よいです。', 'カップ: Ｆカップ': 'まさに理想的な胸をしています。大きくて形が良く柔らかくて乳首も綺麗です。特に乳首が敏感なようで、触るといい表情をします。', 'パネル差: 40': 'ＨＰ写真や日記の写真でも十分可愛いですが実物はその数倍可愛いです。', 'プレイ: 100': '大体の要望は対応してくれます。笑顔と、感じている顔が交互に来るのでそれを楽しむのもたまりません。キスはいわゆるベロチューでとても柔らかい舌なので気持ちよく、当然その舌でのフェラも絶品でした。マットはマシュマロのような柔らかいボディ全体で包み込んでくれるので是非とも体験してください。100分でベット１回マット１回の時間配分ですが、会話重視での配分なので、プレイ重視をご希望なら最初にそのように伝えれば対応してくれると思います。喘ぎは最初演技っぽく感じましたが、時間が経つにつれ演技ではなく本当に感じやすい体質だと気づき、そこでもコーフンしました。', '総合: 100': '可愛い顔で笑顔が更に可愛く、理想的なプロポーションでプレイも申し分なく、ジワジワと締め付けてくる…満足度は200点ですね。会った瞬間に頭に出た言葉が「今日は来てよかった」', 'リピート: 返す（リピートする）': '会った瞬間にリピ確定でした。本人にも「間違いなくまた来ます」とお伝えしました。'}",https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-46872663/
スチュアーデス,ソープランド,梨華（りか）,https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-30609884/,27,https://m.fuzoku-tokai.com/2023/05/28/post-13977/,"{'顔: 80.0': 'ＨＰの写真はクールで大人っぽい感じであるが、実際は可愛い子です。おでこもそんなに広くはない。', 'スタイル: 80': '本人幼児体型と言っているが、そうは感じない。胸は小さいがスタイルはいい方だと思う。', 'カップ: Ａカップ': '貧乳ですが個人的には好きです。大きな胸が好みな方には厳しいかと。', 'パネル差: 50': 'ＨＰ写真とは雰囲気が違うので、好みもあるかと思うが損している感がある。もっと可愛らしさを出した方がいいと思う。', 'プレイ: 90': 'ゴールドチェア、潜り椅子も出来るが今回はマット→ベッドをお願いし、しっかりと２回発射出来ました。喘ぎ顔が少し演技っぽい感じがしました。', '総合: 90': '可愛かった、気持ち良かった、会話も楽しかった、全てにおいて満足です。ただ即即ではないので、こだわる方は注意が必要です。', 'リピート: 返す（リピートする）': '上記の通り。'}",https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-30609884/
スチュアーデス,ソープランド,加恋（カレン）,https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-36754755/?lo=1,25,https://m.fuzoku-tokai.com/2023/05/19/post-13943/,"{'顔: 80.0': '綺麗なお姉さんです。少しふっくらした感じかな。目はもう少し切れ長をイメージしてましたが、パッチリしてました。\n\n                        癒し系の顔立ちだと思います。', 'スタイル: 80': '少し太ったらしく、ややぽちゃ感がありますが、それで更に癒し感が出ており、抱き心地は最高です。', 'カップ: Ｅカップ': '美乳です。大きさもあり、揉み心地はいいです。胸に顔をうずめていると最高にリラックス出来ます。', 'パネル差: 90': '鼻から上はほぼパネルと同じ。下半分はややふっくらした感じ。', 'プレイ: 90': '特筆すべきはフ◯ラが上手い！本人も得意と言ってました。あまりにも気持ちゃんよかったので、２回戦目は口内発射リクエストしてしまいました。中は狭く指１本が限界。締まりは良いです。ただ指入れはＮＧではないですが、優しくしないと痛いと言いますので注意が必要です。', '総合: 90': '相手に合わせて接客出来る方だと思います。特に恋人気分でイチャイチャしたり会話を楽しみたい方にはオススメ。テクニックやエロさを求める方には向いていないかもしれません。予約は取りにくいようですが、絶対一度は入って損はないです？', 'リピート: 返す（リピートする）': 'あのフ◯ラをもう一度味わいたいです。出来ればおでこシスターズと一緒に入りたい。'}",https://www.cityheaven.net/gifu/A2101/A210101/stewardess/girlid-36754755/?lo=1
ドルチェビィタ恵里亜,ソープランド,美月まいな,https://www.dolce-vita-e.com/top/girls/girldetail/?girl_id=51960716,25,https://m.fuzoku-tokai.com/2025/06/19/post-15508/,"{'顔: 90.0': '堀北真希に似ています。顔は可愛く、笑顔も多く癒されます', 'スタイル: 100': '写メ日記どおりのムチムチのスタイルです。元気な赤ちゃんを妊娠してくれそうな、いやらしい体をしてます。', 'カップ: Ｆカップ': '巨乳ですが、乳首は黄金比率です。乳首は吸い付きやすい大きさと長さでずっとベロベロチューチュー吸いたおせます', 'パネル差: 0': '目は隠してますが、写メ日記通りです', 'プレイ: 85': '一年ぶりぐらいに指名。久しぶりに日記を見ていたら相変わらずムチムチした身体をしており、孕ませたいと思い口開けを事前予約。到着し、時間より10分ほど早く案内。エレベーターでは胸元を強調したドレスを着た妊娠適齢期のまいなさんがお出迎え。エレベーターに乗り込むと同時に貪る様なディープキス。すぐに部屋の階に到着してしまいキスを解除。部屋に入り、ディープキスをしながら会話し、脱衣を始める。この子はキス好きなのでずっと口が満たされる感じ。椅子に座ったまま即尺に移り、丁寧に舐めてくれギンギンになる。攻守交代しようと椅子に座ったままパンティだけの状態にし、騎乗位スタイルで再び熱烈なディープキス。しばらく美味しい唾液を楽しんだらビンビンに立った乳首をベロベロ舐め回す。感度は良好で、ずっと吸っても飽きない最高の乳首です。そろそろクンニに移行しようとし、ベッドに移動。クンニの前に口開けならではの楽しみであるパンティの上から膣の匂いチェック。無臭であるが恥ずかしがり、興奮。辛抱たまらずパンティを剥ぎ取り、クリから膣の中までしゃぶりつく。無味のマンコですがキレイなパイパンで舐めやすい。程よく固さの取れた膣にベロチューしながら正常位で生挿入。小さな身体ながら巨根を奥まで入れても痛がらず奥はキュッと締まる。溜めてきたせいか直ぐにいきそうになる。ベロチューしながら妊娠させたい、母乳の出る身体にしてあげるなどと伝え最深部に大量射精。口周りはヨダレでベトベト、膣奥は大量の精子で完全に欲望が満たされる。その後も濃厚なキスや射精を繰り返し。中出しにしか興味がない為マットはせず。', '総合: 95': '上記の通り満足。数月経っても妊娠の報告がなく残念。ピルとか関係なく孕ませたい。', 'リピート: 返す（リピートする）': '前述のとおり'}",https://www.cityheaven.net/gifu/A2101/A210101/area/girlid-51960716/
ドルチェビィタ恵里亜,ソープランド,七瀬ひびき,https://www.dolce-vita-e.com/top/girls/girldetail/?girl_id=52668212,25,https://m.fuzoku-tokai.com/2024/11/19/post-15184/,"{'顔: 85.0': '整っているかわいいお顔です。\n\n                        美人と感じる諸先輩方もいらっしゃるかもしれません。', 'スタイル: 85': '小柄な姫です。お肌もスベスベで思わず抱きしめたくなるようなスタイルをされています。', 'カップ: Ｇカップ': '大きなお胸がとても印象的です。ハリのあるお胸をされています。当方､知識が乏しく分かり兼ねますが、入れている可能性があるのでは？と感じました。', 'パネル差: 25': 'HPではモザイクのため、お顔は判別不可です。スタイルはほぼHP通りといって差し支えないでしょう。', 'プレイ: 90': 'とてもかわいく鳴いてくれるので、こちらも盛り上がります。特に正常位でキスを求めてくるとグッときました。', '総合: 90': 'おとなしい子がエロく乱れる姿は唆るものがあります。エロく積極的な姫ではないですが、予約がなかなか取れないことにも頷けます。', 'リピート: 返す（リピートする）': 'とても満足のいく時間を過ごせたため、裏を返す'}",https://www.cityheaven.net/gifu/A2101/A210101/area/girlid-52668212/
ドルチェビィタ恵里亜,ソープランド,藍乃まりあ,https://www.dolce-vita-e.com/top/girls/girldetail/?girl_id=38262520,30,https://m.fuzoku-tokai.com/2024/07/24/post-14963/,"{'顔: 100.0': '巨乳のたぬき顔です。\n\n                        女優の松岡茉優さんに雰囲気が似ていてクラブにいそうなママっぽい雰囲気の嬢です。', 'スタイル: 80': '人によって体型の捉え方は違うのであれですが自分的にはそそられる体型です。胸とお尻のバランスがよくて見惚れてしまいます。', 'カップ: それ以上カップ': '実生活では中々出会えない大きさのおっぱいです。触らせてもらいましたがかなり重い。独自のおっぱいを使ったサービスは他の嬢では味わえない感動サービスです。病みつきになりそうです。', 'パネル差: 0': 'ほぼパネル通りです。写メ日記よりパネルの方が実物に近いです。', 'プレイ: 50': 'プレイはとにかくすごい。おっぱいを使った独自のプレイがエロくてavの世界にいるみたいな気分になりました。思い出すだけでまた会いたくなります。', '総合: 100': '顔も整っていて万人受けする美人だと思います。久しぶりのソープでしたが有意義な時間が過ごせました。話も面白くて130分ではあればよかったと後悔が残りました。入って損はない嬢かと思います。', 'リピート: 返す（リピートする）': 'スタイルと顔が好みなのでまた会いに行きたいです。'}",https://www.cityheaven.net/gifu/A2101/A210101/area/girlid-38262520/
ニュークラウン,ソープランド,まこと,https://www.cityheaven.net/shizuoka/A2203/A220303/n-crown/girlid-21423583/,30,https://m.fuzoku-tokai.com/2023/08/11/post-14209/,"{'顔: 70.0': '化粧はやや濃いので好き嫌いはあるかもしれませんが、丸顔ショートカット(伸びてくるとボブ？)で愛嬌があります。', 'スタイル: 80': '細い子が好きな人には向かないかもしれませんが、多くの男性が好む健康的な体型', 'カップ: Ｄカップ': 'ほどよく大きくて満足。偽物の可能性もかなり低く本物。', 'パネル差: 20': '写真の枚数が少なく、あまり更新はされていないので', 'プレイ: 90': '自分はアナル舐めが好きで、何度か通ううちにそれを理解してくれているので、かなり丹念にやってくれる。', '総合: 90': 'ほどよい肉付き、そしてなにより、常連になればなるほど自分の事をよく覚えていてくれ、プレイも丁寧。新規をたくさん獲得するというより、常連をがっちりキープできる人なんだと思う。', 'リピート: 返す（リピートする）': '自分の好きなプレイ、性感帯を覚えていてくれ、丹念にやってくれるので。また、会話においても自分に心を開いてくれていると感じるので。'}",https://www.cityheaven.net/shizuoka/A2203/A220303/n-crown/girlid-21423583/
ハーベストムーン,ソープランド,もも,https://www.cityheaven.net/aichi/A2301/A230101/harvestmoon_s/girlid-37269210/,25,https://m.fuzoku-tokai.com/2025/11/03/post-15753/,"{'顔: 50.0': 'かわいいし、好みのタイプです\n\n                        他の人も気にいると思います', 'スタイル: 50': 'まあまあでした個人的には好きなタイプの体型ですもう少し肉付きがよければもっと良いかもしれません他の人に取ったら少し残念かも', 'カップ: Ａ未満カップ': '良い感じの形でしたし、揉み心地も最高ですいつも触りたくなる印象です', 'パネル差: 50': '普通', 'プレイ: 50': '淡白な感じはしましたがそれもまあまあよしでした。個人的には好きです', '総合: 50': '総合的によかったです。また来たいと思わせてくれる人だと思います', 'リピート: 返す（リピートする）': 'かえす'}",https://www.cityheaven.net/aichi/A2301/A230101/harvestmoon_s/girlid-37269210/
プレシデントクラブM,ソープランド,すずらん,https://www.cityheaven.net/gifu/A2101/A210101/en/girlid-44867133/,30,https://m.fuzoku-tokai.com/2024/10/24/post-15142/,"{'顔: 90.0': 'ボカシが入ってるので分からなかったですが、かなり綺麗な顔立ちです', 'スタイル: 85': '小柄ですがスタイルはかなり良いです。胸も綺麗でくびれありです', 'カップ: Ｃカップ': 'そんなに大きい印象はないですが、とても綺麗で感度もよかったです', 'パネル差: 50': 'パネルモザイクなのでわかりません', 'プレイ: 95': '耳の方を愛撫してるとよい感じになりました。向こうからの積極的な責めでこちらも気分が高まりました。アソコの具合も相性よし', '総合: 95': '顔、スタイル、プレイを含めてもとても相性がよいと感じました。時間足りなかったかなと思うくらい', 'リピート: 返す（リピートする）': 'なかなか予約取れませんが、また行きたいですね。'}",https://www.cityheaven.net/gifu/A2101/A210101/en/girlid-44867133/
プレシデントクラブM,ソープランド,はる,https://www.cityheaven.net/gifu/A2101/A210101/en/girlid-44866959/,25,https://m.fuzoku-tokai.com/2023/03/08/post-13724/,"{'顔: 75.0': '少しポッチャリだが愛嬌がある顔\n\n                        痩せていれば綺麗だと思う。', 'スタイル: 84': '写真以上に大きいオッパイに大満足ニコニコの笑顔素敵です。ただし、お腹がだらしない。', 'カップ: Ｇカップ': '大きく形よし色よし張りもある理想のおっぱい。こんなおっぱいをまっていた。', 'パネル差: 80': '体格が良すぎませんか？お腹がしわしわ？おっぱいはその物', 'プレイ: 99': '迫力ボディーをフルに使用した洗い場は圧感でした。一回目が終わって横になっていると二回目のお誘いがありに連荘バットでしました、誘い方がエロかった。', '総合: 88': '体調が悪くフラフラだったんだけど帰る頃にはシャキッとしていました、体中が筋肉痛になるほどのプレーを受けてくれてありがとう。', 'リピート: 返す（リピートする）': 'もう少し痩せてくれればなおよい。またおっぱいを見たくなったら行きます。'}",https://www.cityheaven.net/gifu/A2101/A210101/en/girlid-44866959/
プレシデントクラブM,ソープランド,沙友莉 （さゆり）,https://www.cityheaven.net/gifu/A2101/A210101/en/girlid-24050685/,24,https://m.fuzoku-tokai.com/2020/07/26/post-11018/,"{'顔: 60.0': '以前はもっとナチュラルメイクだったが、他の姫に化粧を教えてもらったか見倣ったのだろう、目元に濃いアイラインと眉毛の書き方をシャープな感じに変えてた\n\n                        ノッペリしてた記憶からすると、かなり洗練されたいい女になった\n\n                        看板姫に似てきた気がすると言ったら、あんな風に可愛くなりたい！と答えて先輩を立てる', 'スタイル: 70': 'ちょっとお腹回りは肥えたかなガーター紐に少し肉が乗ってたが太くは感じなかったし、ムチムチ感は悪くない 肌も白くてスベスベ', 'カップ: Ｃカップ': '可愛らしい胸 ブラのタグも見せてもらったがCカップで間違いない 変な絞め跡も無かった 乳首も小さくて美乳に見える', 'パネル差: 0': '日記とほとんど変わらないが、目だけ見てるとキツく感じるかもしれないカラコンにも依るかもしれない', 'プレイ: 70': 'プレイまでの取っ掛かりが早いのは、この店では当たり前だがありがたい以前は若い女の子とイケない情事の赴きだったが、かなり経験を積んだんだろう男のツボを刺激するのが格段に上手くなってて驚いた！マットも上手に滑るし、鼠蹊部の手淫も文句はないベッドで責めて～と、ねだるのも艶がありエロくなったな！とか褒めると喜ぶ顔は可愛らしい', '総合: 80': 'ピンクやゴールドは断ったが、抜かずにプレイだけはしておけば良かったかな？と後で後悔全体的に抜きに徹するなら文句は無いでも骨抜きにしたる！みたいな仕事感が出てきて、私としては寂しかったりするダブル客や二輪所望の客も多々ついてる様子で、成長が凄いと素直に思った帰り際に私の吸ってる煙草の銘柄を覚えてたらしく土産で手渡されたのは、非常に嬉しかった', 'リピート: 返す（リピートする）': 'ローションプレイで気持ちよくなりたくなったり、お気にが来ない時に裏を返す予定'}",https://www.cityheaven.net/gifu/A2101/A210101/en/girlid-24050685/
ムーンライト,ソープランド,愛来,https://www.gifu-moonlight.com/companion/4387/,27,https://m.fuzoku-tokai.com/2025/10/13/post-15715/,"{'顔: 70.0': '悪くはない顔だが、比較的鼻が大きく全体的に比頭が大きいタイプ。不細工という感じではないが、好みは分かれそう。', 'スタイル: 80': '胸が大きいのでスタイルはよい。お腹周りも出ておらず、かなりメリハリのある身体をしている。', 'カップ: Ｆカップ': '天然でかなり大きい胸であり、おっぱい星人も納得のサイズだろう。', 'パネル差: 20': 'HPの写真は加工していないようなので、モザイク取ればこんな感じだろうと想像の範囲内。', 'プレイ: 70': '即即からベッド、マット、ベッドという感じでそつなくやってくれるが、やや事務的なところもあり、さくっと進行していく感じはある。キャリアが比較的長いようで、なんとなく私は〜みたいな話が多いため、少し気疲れする。もう少しイチャイチャ感があってもよかったと思うが、言えばやってくれたのだろうか。', '総合: 75': '胸がよいので、満足度は高い。なかなか予約が取れないのが難点。', 'リピート: 返す（リピートする）': '胸'}",https://www.cityheaven.net/gifu/A2101/A210101/moonlight/girlid-58573248/
ムーンライト,ソープランド,愛来（あいら）,https://www.gifu-moonlight.com/companion/4387/,25,https://m.fuzoku-tokai.com/2025/10/02/post-15694/,"{'顔: 80.0': 'かわいいと思います。もっとお姉さんを想像していったのですが、どちらかというとアイドル系の若い娘でした！歯並びにチェック入れましたが、歯が矯正治療中。終わったらもっとかわいくなるとワクワクします。', 'スタイル: 90': 'アイドル系と書きましたが、スタイルはボン、キュッ、ボンのナイスボティです。とても女性的な体です。スッポンポンになった後、髪を結ぶ時に脇見せおっぱい姿に興奮しました！', 'カップ: Ｆカップ': 'ふわふわ天然おっぱい最高級です！ボリューム、ハリ、形、色すべてに。他店ですが、リージェントクラブ貴公子の予約困難姫あさひさんとそっくりだな…と思いました。知ってる方はおわかりかと…。', 'パネル差: 10': '個人的にはパネルよりいいと感じました。逆パネです。何点をつければいいんだろ？矯正治療中の口元は賛否別れるかも…', 'プレイ: 80': 'ベッド→ピンクチェア(たぶん英國屋出身？)してもらった後、顔も胸も好みだったので３回目はベッド正常位で乳首舐めたり、ベロチューしながらイキタイ！と思い、マットはなしでお願いしました。次回の楽しみにしたいと思います。', '総合: 80': '顔はかわいいし、スタイルも抜群！ただ矯正中の口元は苦手な人はいるかも？ピンクチェア可能でテクニックは抜群で言うことなし。３回できれば大満足です。どちらかと言うとお仕事系の娘でホントはイチャイチャ好きなのでその点がマイナスかな？もうちょっと恋人感あるといいけど父娘ほど年齢差があるから仕方ないか？シャトールーブルで何ヵ月か前に若い娘で地雷踏んだのとは違い、この価格は安い！と大満足。', 'リピート: 返す（リピートする）': 'お仕事系であること差し引いてもまた入りたいと思える初めての姫かも？次の予約してしまいました。'}",https://www.cityheaven.net/gifu/A2101/A210101/moonlight/girlid-58573248/
ムーンライト,ソープランド,まいみ,https://www.gifu-moonlight.com/companion/1016/,25,https://m.fuzoku-tokai.com/2025/06/10/post-15491/,"{'顔: 50.0': '顔が小顔で可愛いです。唇が柔らかいのでキスが気持ちいいです。即尺も唇が柔らかいので気持ちいいです。', 'スタイル: 80': 'スタイルは男性が興奮する素晴らしいスタイルの持ち主です。また肌がスベスベで触り心地がバツグンです。', 'カップ: Ｃカップ': '胸が綺麗です。スタイルが良く非常に興奮します。胸の触り心地がバツグンです。非常に綺麗です。', 'パネル差: 80': '写真より実物の方が良いです。実物の方が良いので行く価値はあります。', 'プレイ: 100': '即尺が気持ち良くすぐに元気になった。締まりが良く最高に気持ち良かった。', '総合: 100': '顔が小顔で可愛いです。笑顔が良く最初の即尺が気持ち良くてすぐに元気になります。何回も気持ち良くしてくれる素晴らしい女性です。', 'リピート: 返す（リピートする）': '笑顔が良く最初からのおもてなしが素晴らしいのでまた指名します。'}",https://www.cityheaven.net/hokkaido/A0108/A010801/realzuma/girlid-62717101/
ムーンライト,ソープランド,板野椛,https://www.gifu-moonlight.com/companion/55/,28,https://m.fuzoku-tokai.com/2025/02/11/post-15331/,"{'顔: 50.0': 'ほんとかわいい\u3000自然なメイク\u3000幼い感じだが\u3000また会いたくなる愛嬌あり', 'スタイル: 100': '胸綺麗\u3000肌すべすべ\u3000肌触り良い\u3000すこし太めだがくびれあり', 'カップ: Ｄカップ': 'ちょうど手に収まる\u3000乳首綺麗\u3000胸の感度良好\u3000さわりって拒否なし', 'パネル差: 90': '写真より可愛い', 'プレイ: 100': '肌綺麗で優しく話してくれ\u3000非常に良い気分になる\u3000あそこ綺麗', '総合: 100': '細めが好きな人にはおすすめしませんが感度良好\u3000愛嬌あった', 'リピート: 返す（リピートする）': '会話に熱中しすぎてしまうところあるが\u3000愛嬌可愛いまた行く'}",https://www.cityheaven.net/gifu/A2101/A210101/moonlight/girlid-2722567/
ムーンライト,ソープランド,彩芽（アヤメ）,https://www.gifu-moonlight.com/companion/1015/,28,https://m.fuzoku-tokai.com/2022/06/24/post-13018/,"{'顔: 95.0': 'とても綺麗でした、写真以上です。\n\n                        華やかな顔で、パネマジはなかったです。', 'スタイル: 80': 'スレンダーです、陸上をやっていたそうです。肌もすべすべでした。', 'カップ: Ｂカップ': '胸は正直そこまで大きくはなかったですが、綺麗な胸でした。', 'パネル差: 10': 'パネルより美人です', 'プレイ: 50': '終始抜かせようと誘っていただき、3回戦までしました。騎乗位が杭打ちでよかったです。', '総合: 90': '顔やスタイルもさることながら、プレイがエロかったです。また入りたいです。', 'リピート: 返す（リピートする）': 'とにかく美人ですエロかったです。ぜひ、一度入ってもらいたいです。'}",https://www.cityheaven.net/gifu/A2101/A210101/moonlight/girlid-27126701/
ムーンライト,ソープランド,なつ,https://www.gifu-moonlight.com/companion/2744/,25,https://m.fuzoku-tokai.com/2022/03/27/post-12671/,"{'顔: 90.0': 'クラスで3番目ぐらいの美人。可愛いと綺麗が入れ替わりに感じられる。ちょっと目が金魚っぽい感じがして愛嬌あると思えば、時折見せる流し目に色っぽさがあったり、その時の気分が出やすく、愛おしくなるお顔。', 'スタイル: 70': 'None', 'カップ: Ｄカップ': '綺麗な美乳。決して大きくはないがハリがあり美しい。感度も良くて文句なし。幸せを感じる胸と言える。', 'パネル差: 0': '想像していたより良かった。この娘の目が素敵。というか目が無敵。', 'プレイ: 70': 'キスはまだまだぎこちない。だが悪くない。さぐりながらのキスは青春時代を思い出させてくれる。時間の経過とともに没頭感のある絡みになっていき、ゆっくりとしたリズムでこちらに合わせようとしてくれる。総じて悪く言えば伸び代があるが、よく言えば余白を感じ、その余白の埋め方を目で探ってくるプレーができる娘はそういない。昔の彼女とのエッチを思い出させてくれる恋人プレーにメロメロ。かなり演技が上手く、本気なんじゃないかと勘違いさせてくれて、甘酸っぱい空気感の中で没頭させてくれる。', '総合: 100': 'えふちいさんありがとう。私の好みドンピシャ。こんなにいい娘抱けるなんて。これがまた贔屓の店に来てくれるなんて。お気にのあさひさんの代わりに現れた天使。とはいえあさひさんとは全然違うタイプなんだけど、、、生きる楽しみがまたひとつ増えた。', 'リピート: 返す（リピートする）': '甘酸っぱさにメロメロ'}",https://www.cityheaven.net/gifu/A2101/A210101/moonlight/girlid-38898929/
